seq,timestamp_ns,msg_type,stock_locate,tracking_number,stock,order_ref,new_order_ref,side,shares,price,match_number,printable,attribution
35453,34203545300000,D,3,0,,8891,,,,,,,
35454,34203545400000,X,4,0,,19028,,,421,,,,
35455,34203545500000,A,6,0,SPY,26342,,S,100,5000300,,,
35456,34203545600000,A,2,0,MSFT,15754,,B,100,3801500,,,
35457,34203545700000,A,3,0,NVDA,18651,,S,100,1204100,,,
35458,34203545800000,A,8,0,F,12992,,S,100,119900,,,
35459,34203545900000,D,2,0,,15554,,,,,,,
35460,34203546000000,A,6,0,SPY,26350,,S,900,4999600,,,
35461,34203546100000,D,6,0,,25870,,,,,,,
35462,34203546200000,U,6,0,,24926,26358,,100,5001100,,,
35463,34203546300000,A,2,0,MSFT,15762,,S,100,3803200,,,
35464,34203546400000,E,2,0,,15306,,,100,,4914,,
35465,34203546500000,A,4,0,TSLA,23372,,B,100,2500200,,,
35466,34203546600000,D,7,0,,12591,,,,,,,
35467,34203546700000,D,8,0,,11576,,,,,,,
35468,34203546800000,A,6,0,SPY,26366,,S,100,4999700,,,
35469,34203546900000,D,8,0,,9224,,,,,,,
35470,34203547000000,D,3,0,,17739,,,,,,,
35471,34203547100000,A,6,0,SPY,26374,,B,700,4998200,,,
35472,34203547200000,F,6,0,SPY,26382,,S,100,4999600,,,EDGX
35473,34203547300000,A,3,0,NVDA,18659,,B,100,1200800,,,
35474,34203547400000,D,3,0,,15403,,,,,,,
35475,34203547500000,A,2,0,MSFT,15770,,B,100,3801500,,,
35476,34203547600000,U,3,0,,17147,18667,,100,1203900,,,
35477,34203547700000,A,7,0,GME,13119,,B,100,252000,,,
35478,34203547800000,D,1,0,,7945,,,,,,,
35479,34203547900000,U,5,0,,15381,15405,,1600,1748900,,,
35480,34203548000000,E,6,0,,26310,,,100,,4915,,
35481,34203548100000,E,2,0,,15314,,,100,,4916,,
35482,34203548200000,D,3,0,,17611,,,,,,,
35483,34203548300000,A,2,0,MSFT,15778,,S,100,3801700,,,
35484,34203548400000,E,1,0,,14449,,,100,,4917,,
35485,34203548500000,A,8,0,F,13000,,S,500,120900,,,
35486,34203548600000,E,4,0,,23004,,,100,,4918,,
35487,34203548700000,A,7,0,GME,13127,,B,300,253400,,,
35488,34203548800000,D,2,0,,15082,,,,,,,
35489,34203548900000,D,4,0,,22372,,,,,,,
35490,34203549000000,A,6,0,SPY,26390,,B,100,4999400,,,
35491,34203549100000,A,3,0,NVDA,18675,,B,100,1200900,,,
35492,34203549200000,A,3,0,NVDA,18683,,S,100,1201800,,,
35493,34203549300000,D,8,0,,12504,,,,,,,
35494,34203549400000,U,8,0,,11360,13008,,500,121900,,,
35495,34203549500000,E,2,0,,15522,,,200,,4919,,
35496,34203549600000,D,6,0,,21262,,,,,,,
35497,34203549700000,A,1,0,AAPL,18497,,S,100,1503300,,,
35498,34203549800000,D,5,0,,10437,,,,,,,
35499,34203549900000,A,7,0,GME,13135,,S,100,255900,,,
35500,34203550000000,E,3,0,,16611,,,200,,4920,,
35501,34203550100000,A,2,0,MSFT,15786,,B,200,3800100,,,
35502,34203550200000,E,3,0,,16363,,,100,,4921,,
35503,34203550300000,E,2,0,,15522,,,100,,4922,,
35504,34203550400000,E,8,0,,11824,,,100,,4923,,
35505,34203550500000,D,8,0,,8776,,,,,,,
35506,34203550600000,A,2,0,MSFT,15794,,S,100,3801700,,,
35507,34203550700000,E,1,0,,18425,,,100,,4924,,
35508,34203550800000,A,6,0,SPY,26398,,B,100,4999100,,,
35509,34203550900000,D,2,0,,12994,,,,,,,
35510,34203551000000,D,7,0,,11975,,,,,,,
35511,34203551100000,A,7,0,GME,13143,,S,100,253900,,,
35512,34203551200000,A,1,0,AAPL,18505,,S,100,1502700,,,
35513,34203551300000,A,7,0,GME,13151,,S,100,253800,,,
35514,34203551400000,F,3,0,NVDA,18691,,B,100,1201000,,,ARCA
35515,34203551500000,E,8,0,,11928,,,100,,4925,,
35516,34203551600000,E,6,0,,26382,,,100,,4926,,
35517,34203551700000,D,8,0,,12128,,,,,,,
35518,34203551800000,X,2,0,,14818,,,280,,,,
35519,34203551900000,D,2,0,,14282,,,,,,,
35520,34203552000000,D,8,0,,10464,,,,,,,
35521,34203552100000,A,4,0,TSLA,23380,,S,200,2503200,,,
35522,34203552200000,A,3,0,NVDA,18699,,B,100,1201600,,,
35523,34203552300000,D,3,0,,18355,,,,,,,
35524,34203552400000,A,1,0,AAPL,18513,,S,800,1502700,,,
35525,34203552500000,D,5,0,,13509,,,,,,,
35526,34203552600000,D,5,0,,15341,,,,,,,
35527,34203552700000,D,6,0,,25926,,,,,,,
35528,34203552800000,D,3,0,,16899,,,,,,,
35529,34203552900000,D,2,0,,15778,,,,,,,
35530,34203553000000,D,2,0,,14274,,,,,,,
35531,34203553100000,U,7,0,,11247,13159,,500,253800,,,
35532,34203553200000,D,2,0,,14682,,,,,,,
35533,34203553300000,E,3,0,,18635,,,100,,4927,,
35534,34203553400000,E,3,0,,18371,,,100,,4928,,
35535,34203553500000,A,7,0,GME,13167,,B,500,253500,,,
35536,34203553600000,D,4,0,,20620,,,,,,,
35537,34203553700000,A,1,0,AAPL,18521,,B,700,1502500,,,
35538,34203553800000,A,1,0,AAPL,18529,,S,100,1502700,,,
35539,34203553900000,D,8,0,,9928,,,,,,,
35540,34203554000000,E,5,0,,15165,,,100,,4929,,
35541,34203554100000,A,5,0,AMZN,15413,,B,500,1750200,,,
35542,34203554200000,A,3,0,NVDA,18707,,B,300,1201400,,,
35543,34203554300000,D,3,0,,16827,,,,,,,
35544,34203554400000,D,1,0,,8961,,,,,,,
35545,34203554500000,E,1,0,,18425,,,100,,4930,,
35546,34203554600000,U,1,0,,17545,18537,,300,1502700,,,
35547,34203554700000,F,6,0,SPY,26406,,S,1100,5001700,,,BATS
35548,34203554800000,D,8,0,,10400,,,,,,,
35549,34203554900000,D,6,0,,23022,,,,,,,
35550,34203555000000,E,6,0,,26214,,,100,,4931,,
35551,34203555100000,D,6,0,,24286,,,,,,,
35552,34203555200000,A,3,0,NVDA,18715,,S,400,1202500,,,
35553,34203555300000,A,3,0,NVDA,18723,,B,500,1201200,,,
35554,34203555400000,A,2,0,MSFT,15802,,S,300,3803500,,,
35555,34203555500000,E,6,0,,25830,,,100,,4932,,
35556,34203555600000,A,5,0,AMZN,15421,,S,100,1752800,,,
35557,34203555700000,A,1,0,AAPL,18545,,B,100,1502400,,,
35558,34203555800000,A,4,0,TSLA,23388,,S,100,2501900,,,
35559,34203555900000,E,7,0,,13151,,,100,,4933,,
35560,34203556000000,D,3,0,,17547,,,,,,,
35561,34203556100000,A,6,0,SPY,26414,,B,100,4999400,,,
35562,34203556200000,A,8,0,F,13016,,B,100,119700,,,
35563,34203556300000,A,3,0,NVDA,18731,,S,200,1202100,,,
35564,34203556400000,D,6,0,,25942,,,,,,,
35565,34203556500000,D,5,0,,14597,,,,,,,
35566,34203556600000,A,3,0,NVDA,18739,,B,500,1201400,,,
35567,34203556700000,A,1,0,AAPL,18553,,S,300,1502700,,,
35568,34203556800000,D,3,0,,17419,,,,,,,
35569,34203556900000,D,5,0,,14173,,,,,,,
35570,34203557000000,A,3,0,NVDA,18747,,S,100,1201800,,,
35571,34203557100000,A,6,0,SPY,26422,,S,100,5000100,,,
35572,34203557200000,D,2,0,,12914,,,,,,,
35573,34203557300000,A,6,0,SPY,26430,,B,100,4999400,,,
35574,34203557400000,D,3,0,,18187,,,,,,,
35575,34203557500000,A,6,0,SPY,26438,,B,100,4998600,,,
35576,34203557600000,D,6,0,,23926,,,,,,,
35577,34203557700000,E,6,0,,25726,,,100,,4934,,
35578,34203557800000,A,3,0,NVDA,18755,,S,100,1202500,,,
35579,34203557900000,D,3,0,,18123,,,,,,,
35580,34203558000000,X,2,0,,12634,,,35,,,,
35581,34203558100000,D,3,0,,15339,,,,,,,
35582,34203558200000,A,4,0,TSLA,23396,,S,900,2501200,,,
35583,34203558300000,D,1,0,,11217,,,,,,,
35584,34203558400000,A,5,0,AMZN,15429,,S,100,1750400,,,
35585,34203558500000,A,4,0,TSLA,23404,,S,400,2503200,,,
35586,34203558600000,A,3,0,NVDA,18763,,B,100,1201200,,,
35587,34203558700000,A,1,0,AAPL,18561,,B,100,1502500,,,
35588,34203558800000,E,3,0,,18595,,,200,,4935,,
35589,34203558900000,A,5,0,AMZN,15437,,S,100,1750700,,,
35590,34203559000000,A,7,0,GME,13175,,B,500,252900,,,
35591,34203559100000,A,4,0,TSLA,23412,,S,500,2503100,,,
35592,34203559200000,D,3,0,,15235,,,,,,,
35593,34203559300000,D,1,0,,17969,,,,,,,
35594,34203559400000,D,7,0,,7415,,,,,,,
35595,34203559500000,A,1,0,AAPL,18569,,S,200,1502700,,,
35596,34203559600000,D,1,0,,18521,,,,,,,
35597,34203559700000,D,6,0,,26342,,,,,,,
35598,34203559800000,F,2,0,MSFT,15810,,S,200,3801700,,,BATS
35599,34203559900000,A,3,0,NVDA,18771,,S,500,1202100,,,
35600,34203560000000,D,2,0,,8466,,,,,,,
35601,34203560100000,A,1,0,AAPL,18577,,S,400,1502700,,,
35602,34203560200000,A,7,0,GME,13183,,B,100,253400,,,
35603,34203560300000,A,8,0,F,13024,,S,25,122300,,,
35604,34203560400000,A,6,0,SPY,26446,,S,100,4999900,,,
35605,34203560500000,A,5,0,AMZN,15445,,S,400,1751000,,,
35606,34203560600000,E,1,0,,18257,,,100,,4936,,
35607,34203560700000,U,2,0,,12210,15818,,500,3801800,,,
35608,34203560800000,D,8,0,,9392,,,,,,,
35609,34203560900000,A,3,0,NVDA,18779,,S,500,1201800,,,
35610,34203561000000,E,1,0,,14449,,,200,,4937,,
35611,34203561100000,A,3,0,NVDA,18787,,S,100,1201800,,,
35612,34203561200000,A,5,0,AMZN,15453,,S,100,1750500,,,
35613,34203561300000,D,3,0,,13307,,,,,,,
35614,34203561400000,U,3,0,,15307,18795,,100,1202400,,,
35615,34203561500000,D,2,0,,15754,,,,,,,
35616,34203561600000,D,5,0,,11429,,,,,,,
35617,34203561700000,D,4,0,,23276,,,,,,,
35618,34203561800000,D,1,0,,16953,,,,,,,
35619,34203561900000,A,2,0,MSFT,15826,,B,1100,3799300,,,
35620,34203562000000,C,6,0,,26254,,,100,4999800,4938,Y,
35621,34203562100000,D,2,0,,15826,,,,,,,
35622,34203562200000,A,3,0,NVDA,18803,,S,100,1203800,,,
35623,34203562300000,E,2,0,,15770,,,100,,4939,,
35624,34203562400000,A,1,0,AAPL,18585,,S,100,1503600,,,
35625,34203562500000,D,2,0,,15138,,,,,,,
35626,34203562600000,A,2,0,MSFT,15834,,S,100,3802200,,,
35627,34203562700000,D,7,0,,8407,,,,,,,
35628,34203562800000,F,2,0,MSFT,15842,,S,500,3801800,,,EDGX
35629,34203562900000,D,3,0,,12283,,,,,,,
35630,34203563000000,A,5,0,AMZN,15461,,B,300,1749200,,,
35631,34203563100000,A,1,0,AAPL,18593,,B,100,1501900,,,
35632,34203563200000,E,5,0,,14757,,,100,,4940,,
35633,34203563300000,A,6,0,SPY,26454,,B,100,4999400,,,
35634,34203563400000,A,4,0,TSLA,23420,,S,100,2501400,,,
35635,34203563500000,A,2,0,MSFT,15850,,B,400,3801300,,,
35636,34203563600000,A,2,0,MSFT,15858,,S,100,3802700,,,
35637,34203563700000,D,6,0,,20558,,,,,,,
35638,34203563800000,A,3,0,NVDA,18811,,B,100,1201100,,,
35639,34203563900000,A,6,0,SPY,26462,,S,100,5000000,,,
35640,34203564000000,A,6,0,SPY,26470,,S,400,5000000,,,
35641,34203564100000,A,7,0,GME,13191,,S,100,254700,,,
35642,34203564200000,E,3,0,,18371,,,100,,4941,,
35643,34203564300000,D,6,0,,23422,,,,,,,
35644,34203564400000,A,2,0,MSFT,15866,,S,100,3801700,,,
35645,34203564500000,A,8,0,F,13032,,S,400,121300,,,
35646,34203564600000,A,3,0,NVDA,18819,,S,100,1201800,,,
35647,34203564700000,D,7,0,,12031,,,,,,,
35648,34203564800000,D,3,0,,18203,,,,,,,
35649,34203564900000,X,8,0,,9728,,,72,,,,
35650,34203565000000,D,6,0,,25022,,,,,,,
35651,34203565100000,A,6,0,SPY,26478,,S,100,5000300,,,
35652,34203565200000,D,6,0,,17958,,,,,,,
35653,34203565300000,D,4,0,,22868,,,,,,,
35654,34203565400000,A,8,0,F,13040,,S,100,119900,,,
35655,34203565500000,A,4,0,TSLA,23428,,B,51,2500900,,,
35656,34203565600000,D,5,0,,13565,,,,,,,
35657,34203565700000,A,6,0,SPY,26486,,B,55,4998400,,,
35658,34203565800000,D,3,0,,18707,,,,,,,
35659,34203565900000,A,2,0,MSFT,15874,,B,100,3801300,,,
35660,34203566000000,A,3,0,NVDA,18827,,B,100,1201300,,,
35661,34203566100000,E,3,0,,18051,,,100,,4942,,
35662,34203566200000,X,7,0,,8815,,,28,,,,
35663,34203566300000,D,4,0,,21620,,,,,,,
35664,34203566400000,D,8,0,,11880,,,,,,,
35665,34203566500000,D,3,0,,11131,,,,,,,
35666,34203566600000,D,2,0,,13466,,,,,,,
35667,34203566700000,D,3,0,,15947,,,,,,,
35668,34203566800000,A,3,0,NVDA,18835,,B,200,1201600,,,
35669,34203566900000,D,2,0,,15762,,,,,,,
35670,34203567000000,U,1,0,,15497,18601,,100,1503600,,,
35671,34203567100000,D,1,0,,18233,,,,,,,
35672,34203567200000,F,7,0,GME,13199,,S,300,253800,,,BATS
35673,34203567300000,A,5,0,AMZN,15469,,S,100,1750500,,,
35674,34203567400000,F,2,0,MSFT,15882,,B,100,3800700,,,IEXG
35675,34203567500000,A,2,0,MSFT,15890,,B,100,3799400,,,
35676,34203567600000,A,3,0,NVDA,18843,,S,100,1201900,,,
35677,34203567700000,A,1,0,AAPL,18609,,B,400,1502000,,,
35678,34203567800000,C,6,0,,26414,,,100,4999300,4943,Y,
35679,34203567900000,A,5,0,AMZN,15477,,S,100,1750700,,,
35680,34203568000000,A,3,0,NVDA,18851,,S,100,1201800,,,
35681,34203568100000,D,2,0,,13410,,,,,,,
35682,34203568200000,D,3,0,,16915,,,,,,,
35683,34203568300000,E,5,0,,15413,,,100,,4944,,
35684,34203568400000,D,8,0,,12872,,,,,,,
35685,34203568500000,E,1,0,,18561,,,100,,4945,,
35686,34203568600000,X,8,0,,12136,,,72,,,,
35687,34203568700000,D,8,0,,12256,,,,,,,
35688,34203568800000,E,1,0,,18393,,,100,,4946,,
35689,34203568900000,E,7,0,,7767,,,200,,4947,,
35690,34203569000000,D,7,0,,13159,,,,,,,
35691,34203569100000,A,5,0,AMZN,15485,,S,400,1751000,,,
35692,34203569200000,E,6,0,,25502,,,200,,4948,,
35693,34203569300000,A,3,0,NVDA,18859,,B,1800,1199800,,,
35694,34203569400000,A,3,0,NVDA,18867,,S,100,1202300,,,
35695,34203569500000,D,3,0,,15139,,,,,,,
35696,34203569600000,A,3,0,NVDA,18875,,B,1500,1200900,,,
35697,34203569700000,X,2,0,,11506,,,86,,,,
35698,34203569800000,D,5,0,,12141,,,,,,,
35699,34203569900000,D,6,0,,25958,,,,,,,
35700,34203570000000,D,3,0,,18435,,,,,,,
35701,34203570100000,A,5,0,AMZN,15493,,B,100,1748600,,,
35702,34203570200000,D,6,0,,25206,,,,,,,
35703,34203570300000,X,8,0,,11408,,,94,,,,
35704,34203570400000,D,8,0,,12968,,,,,,,
35705,34203570500000,A,8,0,F,13048,,S,100,120000,,,
35706,34203570600000,U,2,0,,15714,15898,,100,3801700,,,
35707,34203570700000,E,2,0,,13850,,,100,,4949,,
35708,34203570800000,D,4,0,,21996,,,,,,,
35709,34203570900000,D,1,0,,17905,,,,,,,
35710,34203571000000,E,1,0,,16121,,,7,,4950,,
35711,34203571100000,A,8,0,F,13056,,S,100,119900,,,
35712,34203571200000,A,6,0,SPY,26494,,S,100,4999600,,,
35713,34203571300000,A,3,0,NVDA,18883,,B,100,1201600,,,
35714,34203571400000,C,4,0,,21204,,,400,2501100,4951,Y,
35715,34203571500000,E,4,0,,21396,,,100,,4952,,
35716,34203571600000,A,5,0,AMZN,15501,,B,100,1749900,,,
35717,34203571700000,A,6,0,SPY,26502,,S,100,4999900,,,
35718,34203571800000,A,1,0,AAPL,18617,,B,100,1501000,,,
35719,34203571900000,A,1,0,AAPL,18625,,B,1000,1500900,,,
35720,34203572000000,F,8,0,F,13064,,S,100,120700,,,CDRG
35721,34203572100000,D,3,0,,15987,,,,,,,
35722,34203572200000,A,1,0,AAPL,18633,,S,100,1502900,,,
35723,34203572300000,A,3,0,NVDA,18891,,S,100,1201800,,,
35724,34203572400000,D,3,0,,17411,,,,,,,
35725,34203572500000,D,6,0,,24310,,,,,,,
35726,34203572600000,A,2,0,MSFT,15906,,B,99,3800300,,,
35727,34203572700000,D,2,0,,8746,,,,,,,
35728,34203572800000,A,7,0,GME,13207,,S,300,253700,,,
35729,34203572900000,D,2,0,,15410,,,,,,,
35730,34203573000000,A,4,0,TSLA,23436,,S,100,2502400,,,
35731,34203573100000,D,1,0,,15353,,,,,,,
35732,34203573200000,D,4,0,,16300,,,,,,,
35733,34203573300000,A,6,0,SPY,26510,,S,400,4999600,,,
35734,34203573400000,X,3,0,,16843,,,45,,,,
35735,34203573500000,A,1,0,AAPL,18641,,B,400,1502500,,,
35736,34203573600000,F,6,0,SPY,26518,,B,100,4999200,,,BATS
35737,34203573700000,E,3,0,,17931,,,67,,4953,,
35738,34203573800000,D,2,0,,14618,,,,,,,
35739,34203573900000,E,6,0,,25174,,,200,,4954,,
35740,34203574000000,A,3,0,NVDA,18899,,B,100,1199800,,,
35741,34203574100000,A,6,0,SPY,26526,,S,200,5000300,,,
35742,34203574200000,E,7,0,,7767,,,100,,4955,,
35743,34203574300000,D,1,0,,15561,,,,,,,
35744,34203574400000,A,2,0,MSFT,15914,,S,1800,3804000,,,
35745,34203574500000,X,4,0,,21420,,,85,,,,
35746,34203574600000,A,3,0,NVDA,18907,,B,100,1199500,,,
35747,34203574700000,D,2,0,,14210,,,,,,,
35748,34203574800000,E,8,0,,12760,,,100,,4956,,
35749,34203574900000,D,3,0,,17947,,,,,,,
35750,34203575000000,E,5,0,,12829,,,100,,4957,,
35751,34203575100000,A,5,0,AMZN,15509,,S,100,1750500,,,
35752,34203575200000,A,3,0,NVDA,18915,,S,100,1201800,,,
35753,34203575300000,D,7,0,,10423,,,,,,,
35754,34203575400000,A,4,0,TSLA,23444,,S,100,2503400,,,
35755,34203575500000,A,6,0,SPY,26534,,S,500,4999900,,,
35756,34203575600000,E,8,0,,13016,,,100,,4958,,
35757,34203575700000,A,2,0,MSFT,15922,,B,100,3801400,,,
35758,34203575800000,D,7,0,,9255,,,,,,,
35759,34203575900000,X,2,0,,15850,,,136,,,,
35760,34203576000000,A,8,0,F,13072,,S,300,119900,,,
35761,34203576100000,D,6,0,,24454,,,,,,,
35762,34203576200000,X,6,0,,22910,,,67,,,,
35763,34203576300000,E,6,0,,25174,,,200,,4959,,
35764,34203576400000,X,4,0,,22308,,,139,,,,
35765,34203576500000,D,3,0,,18163,,,,,,,
35766,34203576600000,A,6,0,SPY,26542,,S,100,4999900,,,
35767,34203576700000,A,6,0,SPY,26550,,S,100,5000600,,,
35768,34203576800000,U,3,0,,16419,18923,,300,1202600,,,
35769,34203576900000,A,5,0,AMZN,15517,,B,100,1749900,,,
35770,34203577000000,A,7,0,GME,13215,,S,100,254200,,,
35771,34203577100000,D,7,0,,10063,,,,,,,
35772,34203577200000,D,5,0,,11077,,,,,,,
35773,34203577300000,A,8,0,F,13080,,S,100,120700,,,
35774,34203577400000,A,1,0,AAPL,18649,,B,300,1502200,,,
35775,34203577500000,D,8,0,,9448,,,,,,,
35776,34203577600000,D,7,0,,12399,,,,,,,
35777,34203577700000,A,1,0,AAPL,18657,,B,600,1502500,,,
35778,34203577800000,A,3,0,NVDA,18931,,S,400,1201800,,,
35779,34203577900000,A,8,0,F,13088,,S,100,121700,,,
35780,34203578000000,A,2,0,MSFT,15930,,S,300,3802400,,,
35781,34203578100000,E,6,0,,24886,,,100,,4960,,
35782,34203578200000,E,6,0,,25294,,,16,,4961,,
35783,34203578300000,A,6,0,SPY,26558,,S,100,4999600,,,
35784,34203578400000,E,1,0,,18641,,,200,,4962,,
35785,34203578500000,A,8,0,F,13096,,B,100,118700,,,
35786,34203578600000,A,6,0,SPY,26566,,S,300,5001000,,,
35787,34203578700000,D,2,0,,12370,,,,,,,
35788,34203578800000,D,1,0,,9785,,,,,,,
35789,34203578900000,D,3,0,,15851,,,,,,,
35790,34203579000000,A,6,0,SPY,26574,,B,500,4999400,,,
35791,34203579100000,D,6,0,,22334,,,,,,,
35792,34203579200000,A,6,0,SPY,26582,,S,100,5000700,,,
35793,34203579300000,F,7,0,GME,13223,,S,100,254000,,,EDGX
35794,34203579400000,D,6,0,,25798,,,,,,,
35795,34203579500000,E,3,0,,18891,,,100,,4963,,
35796,34203579600000,U,8,0,,10688,13104,,500,119700,,,
35797,34203579700000,D,2,0,,15698,,,,,,,
35798,34203579800000,A,3,0,NVDA,18939,,S,100,1201900,,,
35799,34203579900000,A,8,0,F,13112,,B,400,119400,,,
35800,34203580000000,E,4,0,,21260,,,100,,4964,,
35801,34203580100000,D,2,0,,15642,,,,,,,
35802,34203580200000,D,7,0,,11903,,,,,,,
35803,34203580300000,A,8,0,F,13120,,B,47,118300,,,
35804,34203580400000,A,1,0,AAPL,18665,,B,100,1501200,,,
35805,34203580500000,A,3,0,NVDA,18947,,S,100,1202600,,,
35806,34203580600000,U,2,0,,15354,15938,,200,3801400,,,
35807,34203580700000,A,5,0,AMZN,15525,,B,2000,1748900,,,
35808,34203580800000,D,1,0,,17609,,,,,,,
35809,34203580900000,D,2,0,,13882,,,,,,,
35810,34203581000000,A,2,0,MSFT,15946,,B,200,3801400,,,
35811,34203581100000,D,2,0,,15914,,,,,,,
35812,34203581200000,A,2,0,MSFT,15954,,S,100,3802400,,,
35813,34203581300000,A,6,0,SPY,26590,,S,100,5000500,,,
35814,34203581400000,D,3,0,,18315,,,,,,,
35815,34203581500000,A,2,0,MSFT,15962,,B,100,3799200,,,
35816,34203581600000,A,6,0,SPY,26598,,B,1500,4997800,,,
35817,34203581700000,F,8,0,F,13128,,B,400,119000,,,IEXG
35818,34203581800000,X,3,0,,17323,,,37,,,,
35819,34203581900000,A,5,0,AMZN,15533,,B,600,1750300,,,
35820,34203582000000,D,6,0,,26534,,,,,,,
35821,34203582100000,E,3,0,,18099,,,100,,4965,,
35822,34203582200000,A,3,0,NVDA,18955,,S,900,1202200,,,
35823,34203582300000,A,6,0,SPY,26606,,B,100,4999400,,,
35824,34203582400000,D,2,0,,15874,,,,,,,
35825,34203582500000,D,3,0,,16995,,,,,,,
35826,34203582600000,E,3,0,,18571,,,100,,4966,,
35827,34203582700000,D,5,0,,14269,,,,,,,
35828,34203582800000,A,7,0,GME,13231,,B,500,252600,,,
35829,34203582900000,E,8,0,,12936,,,100,,4967,,
35830,34203583000000,A,3,0,NVDA,18963,,B,100,1201600,,,
35831,34203583100000,A,2,0,MSFT,15970,,B,100,3800500,,,
35832,34203583200000,D,1,0,,18617,,,,,,,
35833,34203583300000,D,8,0,,12864,,,,,,,
35834,34203583400000,A,6,0,SPY,26614,,B,100,4997300,,,
35835,34203583500000,A,2,0,MSFT,15978,,B,100,3801500,,,
35836,34203583600000,D,1,0,,18497,,,,,,,
35837,34203583700000,E,6,0,,25158,,,400,,4968,,
35838,34203583800000,D,5,0,,14493,,,,,,,
35839,34203583900000,A,6,0,SPY,26622,,S,200,5000200,,,
35840,34203584000000,D,4,0,,20652,,,,,,,
35841,34203584100000,A,5,0,AMZN,15541,,S,1100,1750600,,,
35842,34203584200000,D,8,0,,11472,,,,,,,
35843,34203584300000,A,7,0,GME,13239,,B,100,253400,,,
35844,34203584400000,D,3,0,,17875,,,,,,,
35845,34203584500000,A,2,0,MSFT,15986,,S,100,3802300,,,
35846,34203584600000,E,1,0,,18505,,,100,,4969,,
35847,34203584700000,E,8,0,,12352,,,100,,4970,,
35848,34203584800000,A,2,0,MSFT,15994,,S,500,3802200,,,
35849,34203584900000,A,8,0,F,13136,,S,400,119900,,,
35850,34203585000000,D,2,0,,11050,,,,,,,
35851,34203585100000,D,1,0,,10921,,,,,,,
35852,34203585200000,D,2,0,,7378,,,,,,,
35853,34203585300000,A,3,0,NVDA,18971,,B,100,1201500,,,
35854,34203585400000,E,6,0,,26286,,,100,,4971,,
35855,34203585500000,A,4,0,TSLA,23452,,S,400,2502200,,,
35856,34203585600000,A,1,0,AAPL,18673,,B,100,1502400,,,
35857,34203585700000,A,3,0,NVDA,18979,,B,1200,1200700,,,
35858,34203585800000,D,7,0,,11151,,,,,,,
35859,34203585900000,D,1,0,,16681,,,,,,,
35860,34203586000000,D,4,0,,23404,,,,,,,
35861,34203586100000,D,6,0,,24470,,,,,,,
35862,34203586200000,D,2,0,,14066,,,,,,,
35863,34203586300000,A,4,0,TSLA,23460,,S,500,2503400,,,
35864,34203586400000,X,6,0,,21950,,,277,,,,
35865,34203586500000,X,6,0,,23174,,,24,,,,
35866,34203586600000,A,3,0,NVDA,18987,,B,100,1200200,,,
35867,34203586700000,A,6,0,SPY,26630,,B,1900,4997000,,,
35868,34203586800000,X,1,0,,17681,,,69,,,,
35869,34203586900000,D,8,0,,10112,,,,,,,
35870,34203587000000,D,6,0,,25950,,,,,,,
35871,34203587100000,E,3,0,,18779,,,200,,4972,,
35872,34203587200000,D,5,0,,13269,,,,,,,
35873,34203587300000,E,4,0,,23364,,,200,,4973,,
35874,34203587400000,D,6,0,,25046,,,,,,,
35875,34203587500000,A,8,0,F,13144,,B,100,119700,,,
35876,34203587600000,D,7,0,,10263,,,,,,,
35877,34203587700000,A,4,0,TSLA,23468,,B,200,2500900,,,
35878,34203587800000,X,6,0,,23630,,,58,,,,
35879,34203587900000,E,1,0,,17073,,,100,,4974,,
35880,34203588000000,A,6,0,SPY,26638,,B,300,4997700,,,
35881,34203588100000,D,2,0,,14762,,,,,,,
35882,34203588200000,D,5,0,,14437,,,,,,,
35883,34203588300000,E,3,0,,18779,,,200,,4975,,
35884,34203588400000,D,5,0,,13797,,,,,,,
35885,34203588500000,D,1,0,,16609,,,,,,,
35886,34203588600000,D,6,0,,22862,,,,,,,
35887,34203588700000,A,2,0,MSFT,16002,,S,100,3801800,,,
35888,34203588800000,A,2,0,MSFT,16010,,B,100,3801400,,,
35889,34203588900000,A,4,0,TSLA,23476,,B,100,2499800,,,
35890,34203589000000,A,8,0,F,13152,,B,100,119700,,,
35891,34203589100000,D,3,0,,18931,,,,,,,
35892,34203589200000,D,5,0,,14693,,,,,,,
35893,34203589300000,A,7,0,GME,13247,,B,100,251100,,,
35894,34203589400000,X,1,0,,18329,,,58,,,,
35895,34203589500000,F,6,0,SPY,26646,,S,500,5001300,,,BATS
35896,34203589600000,D,7,0,,10647,,,,,,,
35897,34203589700000,E,5,0,,12829,,,100,,4976,,
35898,34203589800000,A,3,0,NVDA,18995,,B,1400,1200600,,,
35899,34203589900000,A,2,0,MSFT,16018,,S,400,3801700,,,
35900,34203590000000,A,6,0,SPY,26654,,S,100,4999600,,,
35901,34203590100000,A,2,0,MSFT,16026,,B,500,3801500,,,
35902,34203590200000,A,5,0,AMZN,15549,,B,400,1749600,,,
35903,34203590300000,D,2,0,,13170,,,,,,,
35904,34203590400000,D,7,0,,6735,,,,,,,
35905,34203590500000,A,5,0,AMZN,15557,,B,400,1750200,,,
35906,34203590600000,A,8,0,F,13160,,B,100,118400,,,
35907,34203590700000,A,1,0,AAPL,18681,,S,1200,1502700,,,
35908,34203590800000,A,4,0,TSLA,23484,,S,500,2501300,,,
35909,34203590900000,D,7,0,,12167,,,,,,,
35910,34203591000000,D,1,0,,18393,,,,,,,
